City College Plymouth,,,,No,Crafts | Furniture Restoration | Dental Services | Dental Surgery Assistants | DIY & Home Improvements | Decorative Paintwork | Welding | Wallpapering | Driving | Motorbike Maintenance | Engineering | Metal Working Finishing | Ship & Boat Building Engineering | Machining | Environment | Cleansing | Health & Safety | Gas Safety | Manufacture | Production Engineering | Manufacturing Engineering | Music | DJ | Oil and Mining | Chemical & Materials Engineering | Performance Art | Stage Management | Personal Appearance | Spa | Services To Industry & Commerce | Maintenance Engineering | Industrial Machinery Maintenance | Small Business | Business Development | Social Work | Youth Social Work | Teaching | Instructor | Telecommunication | All Telecommunication | Vehicle Maintenance | Car Engine Repair | Music Production | Leisure Services | Food Service | Train the Trainer | Engineering Services | All Oil and Mining | Nurse | Dental Nursing,Plymouth PL1 5QG | Saltash Rd | Cumberland Road Get Directions To The King's Road CentrePlymouth Devon PL1 4HXUnited Kingdom | Plymouth PL1 5QG | Plymouth PL1 5QG
KENT ADULT EDUCATION,,,,No,Crafts | Origami | Precious Metal Working | Mosaic | Picture Framing | Make Do and Mend | Furniture Restoration | Model Making | Etching | Dance | Choreography | Bollywood | Ballroom Dancing | Belly Dancing | Ballet | Upholstery | Street Dance | Line Dancing | Tap Dancing | DIY & Home Improvements | DIY | Feng Shui | Film & Television | Film Editing | Fashion | Textile | Millinery | Stylist | Knitting | Handbag | Fashion Accessories | Fashion Consultancy | Dress (Self Presentation) | Shake | Film Lighting | Weaving | Finance | Finance Raising | First Aid | First Aid In The Home | Fitness | Aerobics | Zumba | Folklore | All Folklore | Tai Chi | Keep Fit | Exercise Dancing | Forestry | Forestry Operations | Gardening | Garden Flower Growing | Christmas Flowers | Bottle Gardening | Games | All Games | Wedding flowers | Organic Gardening | Vegetable Growing | Wildlife Gardening | History | Ancient History | English history | Religious History | Renaissance History | Local History | Family History | HR | Conditions Of Employment | War History | Welsh history | Jewellery | Beading | Silversmithing | Journalism | Feature Writing | Language | Latin | Language Studies | Greek | Chinese | Portuguese | Polish | Modern Greek | Law | English Law | Criminal Law | Criminology | Linguistic | All Linguistic | Literature | Poetry | Literature Criticism | Manufacture | Instrument Making / Repair | Industrial Textiles | Logistics | Marine Transport | Music | Music Appreciation | European music | Pop Music | Music Playing | Woodwind | Jazz / Blues | Performance Art | Audition | Parenting | Child Psychology | Theatre Direction | Personal Appearance | Bridal Makeup | Personal Health | Nail Art | Personal Development | Confidence | Personal Finance and Rights | All Personal Finance and Rights | Relaxation | Life coaching | Interpersonal Skills | Anger Management | Pet Care | Bee Keeping | Philosophy | Ethics | Photography | Portrait Photography | Photographic Processing | Landscape Photography | Digital Processing | SLR | Sales & Retailing | Facebook | Marketing For Non Profit Organisations | Science | Cartography | Small Business | Business Development | Business Plans | Self Employment | Soft Furnishings | Needlework | Lace Making | Felt Work | Fabric Dyeing | Fabric Painting | Crochet | Applique | Batik | Sports | Badminton | Patchwork | Running | Walking | Skippering | Teaching | Teaching assistant | Therapeutic | Shiatsu | Hypnotherapy | Typing | E-type | Writing | Narrative Prose Writing | Novel Writing | Blogging | Bookbinding | Proof Reading | Poetry Writing | Printing | Writing For Children | Archaeology | All Archaeology | Antique Collecting | Antique Collectables | Writing For Newspapers | All Antique Collecting | Biography Writing | Web design | Apps | Typewriting | Survival | Racquet Sports | Freelance | Small Business Management | Semi-Medical Therapies | Psychotherapy | Map Reading | Twitter | Personal Finance | Linguistics | Literary Criticism | Legal Studies | Animation | Cartoon | All Animation | RYA | Greek classical philosophy | Studio Lighting | Listening Skills | Shakespeare | UK law | Modern Languages | Card Games | Popular Dancing | Collage | Doll Making | Enamelling | Courses to help with disability | Sign Language,Tonbridge TN9 1TG | Maidstone ME14 1LH | Sevenoaks TN13 3QN | Tunbridge Wells TN1 1LS | Sittingbourne ME10 1LF | Folkestone CT20 1SD | Ashford TN24 8HJ | Gravesend DA11 0RX | Broadstairs CT10 2JW | Maidstone ME16 0SF | Dartford DA1 2LP | Canterbury CT2 8QA | Maidstone ME15 6AW | Sheerness ME12 1ET | Broadstairs CT10 2BS | Deal CT14 9BD | Dover CT15 4AN | Maidstone ME16 8AQ | Margate CT9 2BH | Aylesford ME20 7JU | Hythe CT21 5NT | Canterbury CT1 2RA | College RoadSittingbourne Kent ME10 1LFUnited Kingdom | Maidstone ME14 1LH | Folkestone CT20 1SD
Monika's PaperMagic,,,,Yes,Crafts | Origami,Ipswich IP4 2LJ
Hackney City Farm,,,http://www.hackneycityfarm.co.uk,No,Crafts | Mosaic,London E2 8QA | 1A Goldsmiths RowLondon London E2 8QAUnited Kingdom
Dorset Centre for the Creative Arts,,,,No,Crafts | Mosaic | Fashion | Weaving,Dorchester DT1 3AR | Dorchester DT1 3AR | Dorchester DT1 3AR
Newbury College,,,,No,Crafts | Pottery | Dance | Folk Dance | Ballroom Dancing | Tango | DIY & Home Improvements | Welding | Fashion | Dressmaking | First Aid | First Aid With Children | Health & Safety | Construction Health & Safety | Health Care | Reflexology | HR | Conditions Of Employment | Personnel Administration | Jewellery | All Jewellery | Literature | Shakespeare | Nurse | End of Life | Infection Control Nursing | Drug Medicine Control (Nursing) | Care Of Dying Nursing | Personal Appearance | Electrolysis | Body Art | Photography | SLR | Soft Furnishings | All Soft Furnishings | Teaching | Special Needs Teaching | Nursing: Specific Conditions | Personal Health | Paediatric First Aid | Viennese waltz | Bricklaying | Courses to help with disability | Mental Health,Newbury RG14 7TD | This is a distance learning course | Reading RG31 7SA | Monks LaneNewbury Berkshire RG14 7TDUnited Kingdom | Newbury RG14 7TD
TOKEN INTERIOR,,,http://www.tokeninterior.co.uk,Yes,Crafts | Pottery | Fashion | Knitting | Semi-Medical Therapies | Art Therapy | Soft Furnishings | Crochet | Occupational Therapy,London SW6 5SA | London SW6 5SA
Northbrook College Sussex,,,,No,Crafts | Pottery | Driving | Car Maintenance | Engineering | Aerospace Engineering | Electronic Engineering | Engineering Operations | Mechanical Engineering | English language teaching | All English language teaching | Fashion | Dressmaking | Film & Television | Special Effects | Language | French | Leisure Services | Hospitality Management | Hospitality and Tourism | Literature | Literature Criticism | Music | Music Composition | DJ | Multimedia | All Multimedia | Parenting | CACHE | Performance Art | Drama | Personal Appearance | Electrolysis | Barbering | Theatre Production | Women's Hairdressing | Road Vehicle Engineering | All Road Vehicle Engineering | Sales & Retailing | Telesales | Security / Police / Armed Forces | Armed Forces | Therapeutic | Body Massage | Men's Hairdressing | Literary Criticism | Musical Theatre | Manufacture | Furniture Manufacturing | History | Art History | TESOL | DIY & Home Improvements | Bricklaying | Courses to help with disability | All Courses to help with disability,Worthing BN12 6NU | Shoreham-By-Sea BN43 5FF | Shoreham-By-Sea BN43 5WU | Worthing BN14 8HJ | Worthing BN148HJ | Worthing BN14 8HJ | Worthing BN14 8HJ
Leicester College,,,,No,Crafts | Pottery | Dance | Ballroom Dancing | Woodworking | Upholstery | Dental Services | All Dental Services | Database | SQLS | DIY & Home Improvements | Welding | Tiling | Painting and Decorating | Plastering | Driving | Motorbike Maintenance | Car Maintenance | Engineering | Electronic Engineering | English | English For Business | Metal Working Finishing | Mechanical Engineering | Fashion | Pattern Cutting | Clothes Making | Film & Television | Special Effects Makeup | Fitness | Exercise | Health & Safety | AED | Manual Handling | NEBOSH | Manufacturing Health & Safety | Construction Health & Safety | Refrigerants Safe Handling | Health Care | Food Safety | HR | Conditions Of Employment | Humanities | General Studies | Jewellery | All Jewellery | Leisure Services | Hospitality Management | Food Industry | Hospitality and Tourism | Food and Beverage Management | Manufacture | Food Manufacturing | Polymer Processing | Paper Manufacturing | Manufacturing Engineering | Medical Technology | Pharmacy | Multimedia | Multimedia Computing | Nurse | Drug Medicine Control (Nursing) | Infection Control Nursing | Care Of Dying Nursing | Performance Art | Acting | Parenting | Play Skills | Drama | Personal Appearance | Bridal Makeup | Body Art | Barbering | Spa | Salon | Pedicure | Men's Hairdressing | Photography | Digital Processing | Sales & Retailing | Customer Care | Road Vehicle Engineering | All Road Vehicle Engineering | Science | Physics | Chemistry | Security / Police / Armed Forces | Door Supervisor | Armed Forces | Semi-Medical Therapies | Occupational Therapy | Services To Industry & Commerce | Industrial Design | Facilities Management | Fault Finding | Automated Manufacturing Systems | Social Work | Youth Work | Sports | Coaching | Basketball | Football Coaching | Physical Education | Sports Fitness | Teaching | Literacy Teaching | Vehicle Maintenance | Car Engine Repair | Car Body Repair | Writing | Printing | Print Design | Print Administration | Car Painting | Car Electrical Systems | Voluntary Work | Industrial Control | Security Services | Motorsport engineering | Personal Development | Self Presentation | Theatre Production | Specilialsied Nursing | Furniture Manufacturing | Food Service | Hotel Management | Hotel Health & Safety | Print Finishing | Special Needs Teaching | Photographic Processing | Women's Hairdressing | Musical Theatre | Dental Nursing | Diabetes Nursing | All Medical Technology | Personnel Administration | Protective Clothing / Equipment Use | Gardening | Flower Arranging | English For Specific Purposes | Bricklaying | Courses to help with disability | Mental Health,Leicester LE1 3WL | Can be taught anywhere in Leicester. Contact course provider to agree precise meeting place. | Leicester LE2 7LW | Leicester LE1 3WA | Leicester LE1 1FB | Leicester LE3 0BG | Leicester LE4 5HH | Leicester LE2 7FL | Leicester LE3 5HG | Infirmary SquareLeicester Leicester LE1 5WWUnited Kingdom | Leicester LE2 7LW | Leicester LE2 7LW
Kingston Adult Education,,,,No,Crafts | Pottery | Dance | All Dance | Belly Dancing | Upholstery | Database | MYSQL | Access Database | English | IELTS | English For Business | English as a Foreign Language | Environment | CIEH | Fashion | Pattern Cutting | Sewing Machine | Clothes Making | Fitness | Yoga | Qi Gong | Gardening | Landscape Design | All Gardening | Health Care | Reflexology | Language | Italian | French | Spanish | Polish | Leisure Services | Food & Drink Processing | Manufacture | Ceramics Technology | Medical | NLP | Music Playing | All Music Playing | Parenting | All Parenting | CACHE | Performance Art | Singing | Drama | Personal Development | Meditation | Photography | SLR | Sales & Retailing | Facebook | Science | Earth Sciences | Soft Furnishings | All Soft Furnishings | Sports | Racquet Sports | Therapeutic | Shiatsu | Writing | Lithography | Novel Writing | Script Writing | Vehicle Maintenance | All Vehicle Maintenance | Wholesale | Twitter | Writing For Children | Printing | Hypnotherapy | Indian head massage | Teaching | BSL | Tennis | Piano | German | Hotel Management | Hotel Health & Safety | Christmas Flowers | Flower Arranging | English For Specific Purposes | Driving | Bicycle Maintenance | Courses to help with disability | All Courses to help with disability,Surbiton KT5 9AL | New Malden KT3 4QF | Surbiton KT5 9JR | Chessington KT9 1EJ | New Malden KT3 3AS | New Malden KT3 4QF | New Malden KT3 3AS
Mary Ward Centre,,,,No,Crafts | Pottery | Precious Metal Working | Mosaic | Glass Painting | Dance | Folk Dance | Ballroom Dancing | Stone carving | Line Dancing | Dance Teaching | Economic | All Economic | English | IELTS | Fashion | Textile Design | Sewing Machine | Clothes Making | Dressmaking | Fashion Consultancy | Fitness | Aerobics | Yoga | Qi Gong | Exercise Dancing | Health Care | Specialised Psychology | Diet | History | Economic History | Jewellery | Beading | Language | Italian | Hindi | French | Spanish | Linguistic | Community Interpreting | Literature | Linguistics | Novels and Short Stories | Translation | Manufacture | Footwear Manufacturing | Music | Music Composition | Music Score Preparation | Music Playing | Ukulele | Orchestral Playing | Performance Art | Acting | Oil and Mining | Metal Casting | Choral Singing | Singing | Personal Development | Mind Improvement | Meditation | Philosophy | All Philosophy | Sales & Retailing | Exhibitions Marketing | Science | Natural History | Soft Furnishings | Felt Work | Patchwork | Sports | Capoeira | Teaching | Teacher Training Access / Preparatory Studies | Therapeutic | Indian head massage | Alexander technique | Writing | Blogging | Short Story Writing | Poetry Writing | Travel Writing | Biography Writing | Small Business | Non Profit Organisation | Interpreting | All Jewellery | Art History | Archaeology | All Archaeology | Walking | Personal Development Groups | Gemology | Silversmithing | Wirework | Tango | Collage | All Crafts,London WC1N 3AQ | London WC1V 7JU | The  42 Queen SquareLondon London WC1N 3AQUnited Kingdom | London WC1N 3AQ | London WC1N 3AQ
Pottery for All!,,,,Yes,Crafts | Pottery,Chelmsford CM1 2BW
Westminster Kingsway College,,,,No,Crafts | Pottery | Dance | All Dance | Economic | All Economic | English | IELTS | English For Business | English as a Foreign Language | Environment | Cleansing | Film & Television | Film Studies | Fashion | Clothes Making | Special Effects | Fitness | Yoga | Qi Gong | Exercise | Health Care | Food Safety | Hotel Management | Licensed Premises Management | Humanities | General Studies | Language | French | Spanish | Leisure Services | Hospitality Management | Hotel Front of House | Food and Beverage Management | Restaurant Management | International Hospitality | Medical Technology | Pharmacy | Multimedia | Multimedia Computing | Music | Music Production | Nurse | Midwifery | Performance Art | Acting | Singing | Drama | Theatre Production | Philosophy | All Philosophy | Politics | Government Studies | Sales & Retailing | E-Business | Retail | Science | Physics | Human Biology | Chemistry | Services To Industry & Commerce | BIFM | Social Studies | Sociology | Social Work | Social Work People With Disabilities | Sports | Coaching | Leisure | Surveying Planning | All Surveying Planning | Facilities Management | Wholesale | Voice | Specilialsied Nursing | All Multimedia | Food Service | Hotel Health & Safety | History | Art History | English For Specific Purposes | Courses to help with disability | Special Skills Development for the Deaf | Cookery | Wine Tasting,London NW1 8HF | London WC1X 8RA | London W1F 0HS | London NW1 3HB | London NW1 8RU | London NW3 3NR | London NW1 3PL | London WC1N 3EW | London SW1P 2PD | This is a distance learning course | Longford StreetLondon London NW1 3HBUnited Kingdom | London NW3 3NR | London SW1P 2PD
Heatherleys School Of Fine Art,,,http://www.heatherleys.org,No,Crafts | Pottery,Kensington And Chelsea SW10 0RN | 75 Lots RoadLondon London SW10 0RNUnited Kingdom
Kensington and Chelsea College,,,,No,Crafts | Pottery | Precious Metal Working | Education / Training / Teaching | Education Studies | English | IELTS | English as a Foreign Language | CELTA | Fashion | Pattern Cutting | Clothes Making | Film & Television | Special Effects Makeup | First Aid | First Aid With Children | Fitness | Qi Gong | Gym Instructor | Health Care | Paramedical | Humanities | General Studies | Law | Legal Studies | Multimedia | All Multimedia | Multimedia Computing | Nurse | All Nurse | Parenting | Play Skills | CACHE | Personal Appearance | Hairdressing | Barbering | Manicure | Personal styling | Women's Hairdressing | Photography | Photographic Techniques | Photoshop for photographers | Digital Photography | Black & White Processing | Services To Industry & Commerce | Quality Assurance | Teaching | Literacy Teaching | Early Years | Therapeutic | Body Massage | Photographic Processing | Specilialsied Nursing | Massage | Special Needs Teaching | Medical Technology | All Medical Technology | Jewellery | Silversmithing | DIY & Home Improvements | Interior Design,London W10 5QQ | London SW10 0QS | Hortensia RoadLondon London SW10 0QSUnited Kingdom | London SW10 0QS | London W10 5QQ
CERAMICS SCULPTURE STUDIO,,,,Yes,Crafts | Pottery,London NW6 2JG
HARROW COLLEGE,,,,No,Crafts | Pottery | Woodworking | Dance | All Dance | Database | Access Database | DIY & Home Improvements | Interior Design | English | IELTS | English For Business | English as a Foreign Language | CELTA | Fashion | Pattern Cutting | Dressmaking | Fitness | All Fitness | Jewellery | All Jewellery | Internet Systems | Internet Security Systems | Journalism | Photojournalism | Language | Italian | French | Spanish | Leisure Services | Food & Drink Processing | Music Playing | All Music Playing | Guitar | Parenting | All Parenting | Personal Appearance | Bridal Makeup | Hairdressing | Electrolysis | Body Art | Manicure | Photography | Photographic Techniques | Semi-Medical Therapies | All Semi-Medical Therapies | Soft Furnishings | Applique | Therapeutic | Indian head massage | Web design | Apps | Teaching | BSL | Small Business | Small Business Management | Occupational Therapy | Digital Photography | Personal Development | Self Presentation | Threading | Pedicure | Manufacture | Furniture Manufacturing | Tourism and Travel | Travel | Massage | Teacher Training Access / Preparatory Studies | Nail Art | Piano | German | Gardening | Flower Arranging | English language teaching | TESOL,Harrow HA3 6RR | Harrow HA1 4UX | Harrow HA1 3AQ | Harrow HA2 9AG | Pinner HA5 1BA | Lowlands RoadHarrow London HA1 3AQUnited Kingdom | Harrow HA3 6RR | Harrow HA1 3AQ
WMC - The Camden College,,,,No,Crafts | Pottery | Precious Metal Working | Woodworking | DIY & Home Improvements | Interior Design | Education / Training / Teaching | Education Theory | Education Studies | English | English For Business | All English | Fashion | All Fashion | Film & Television | Film Editing | Textile Design | Sewing Machine | Clothes Making | Fashion Design | Special Effects Makeup | Film Production | First Aid | First Aid With Children | Fitness | All Fitness | First Aid In The Workplace | Gardening | All Gardening | Health & Safety | All Health & Safety | Health & Safety: Specific Industries / Occupations | Health Care | Health Studies | Medical Support Services Administration | Jewellery | All Jewellery | Language | Brazilian Portuguese | Arabic | Japanese | Italian | French | Spanish | Russian | Performance Art | All Performance Art | Music | All Music | Music Business | Music Playing | Drumming | Band Musicianship | Pop Music | Orchestral Playing | Piano | Acting | Parenting | Child Care | Singing | Drama | Personal Appearance | Body Art | Hairdressing | Bridal Makeup | Beauty Therapy | Manicure | Photography | Photoshop for photographers | Photographic Processing | Teaching | Educational Administration | Web design | Photoshop | Writing | Essay Writing | Academic Writing | Typing | Typewriting | Digital Photography | Jazz / Blues | Music Technology | Media | Radio Studies | Manufacture | Furniture Manufacturing | Literature | Linguistics | Leisure Services | Food Hygiene | Jewellery Design | Social Care | Print & Publishing | All Web design | Keyboarding | Working with Children | All Teaching | Personal Development | All Personal Development | Theatre | Music Production | Linguistic | All Linguistic | All Leisure Services | German | All Language | Silversmithing | History | Art History | All Health Care | Graphic Art | Graphic Design | Creative Suite | Paediatric First Aid | Pilates | English For Specific Purposes,London NW1 1TR | London NW5 2QL | London NW1 1TR | London NW1 1TR
Putney School Of Art And Design,,,,No,Crafts | Pottery | Etching | Gardening | All Gardening | Agriculture & Horticulture | All Agriculture & Horticulture | Writing | Print Design | Web design | Dreamweaver | Photography | Digital Photography | Print & Publishing | All Web design | Graphic Art | Illustrator | Landscape Design,London SW15 2LQ | London SW15 2LQ | London SW15 2LQ
West Dean College,,,,No,Crafts | Puppet Making | Precious Metal Working | Mosaic | Picture Framing | Furniture Making | Marquetry | Etching | Engraving | Upholstery | Stone carving | Traditional Wood Crafts | Engineering | Metal Working Finishing | Fashion | Textile | Textile Design | Millinery | Shoemaking | Tailoring | Knitting | Weaving | Gardening | Garden Flower Growing | Vegetable Growing | Jewellery | Goldsmithing | Jewellery Design | Manufacture | Instrument Making / Repair | Ceramics Technology | Music | Music Appreciation | Musical Instrument Making | Music Playing | Ensemble Playing | Woodwind | Ukulele | Piano | Performance Art | Artist / Performer Management | Personal Appearance | Threading | Photography | Portrait Photography | Landscape Photography | Black & White Processing | Soft Furnishings | Canvas Work | Leather Craft | Felt Work | Fabric Dyeing | Fabric Painting | Crochet | Tassel Making | Quilting | Rug Making | Writing | Screenprinting | Bookbinding | Short Story Writing | Poetry Writing | Printing | Print Design | Writing For Newspapers | Travel Writing | Photographic Processing | Silversmithing | Collage | Enamelling,Chichester PO18 0QZ | West DeanNr Chichester West Sussex PO18 0QZUnited Kingdom | Chichester PO18 0QZ | Chichester PO18 0QZ
The Prince's School of Traditional Arts,,,,No,Crafts | Pottery | Precious Metal Working | History | Art History | All History | Local History | Soft Furnishings | Fabric Dyeing | Science | All Science | Manufacture | Glass Technology | Jewellery | Silversmithing | Humanities | All Humanities | Late Medieval History | All Crafts,London EC2A 3SG | 19-22 Charlotte RoadLondon London EC2A 3SGUnited Kingdom | London EC2A 3SG | London EC2A 3SG
Westminster Adult Education Service,,,,Yes,Crafts | Pottery | English | All English | Fashion | All Fashion | Textile Design | Fashion Design | Health Care | Food Safety | Leisure Services | Food & Drink Processing | Parenting | CACHE | Personal Appearance | Hairdressing | Body Art | Performance Art | Theatrical Makeup | Makeup | Wig making | Photography | Photographic Techniques | Sales & Retailing | Facebook | Fashion Retail | Soft Furnishings | All Soft Furnishings | Fabric Dyeing | Small Business | Business Start-Up | Literature | Linguistics | Food Hygiene | Theatre Production | Hotel Management | Hotel Health & Safety | ESOL,London NW8 8LW | London SW1V 3AT | London W9 2JJ | 9 Amberley RoadMaida Vale London W9 2JJUnited Kingdom | London NW8 8LW | London SW1V 3AT
